 parcel_id,land_use,property_address, property_city, sale_date, sale_price, sold_as_vacant,acreage, neighborhood, land_value,building_value, total_value,finished_area,year_built, bed_rooms,full_bath,half_bath
072 07 0 061.00,SINGLE FAMILY,1204  KIRKLAND AVE,NASHVILLE,2015-09-09,210000,No,0.59,7328,44000,138600,182600,1634.47501,1938,2,1,0
072 07 0 069.00,SINGLE FAMILY,1146  KIRKLAND AVE,NASHVILLE,2015-09-29,160000,No,0.35,7328,37000,146600,183600,1440,1941,3,2,0
072 08 0 017.00,SINGLE FAMILY,3700  INGLEWOOD CIR S,NASHVILLE,2015-09-01,360000,No,0.25,7328,37000,194500,231500,1785.23004,1948,3,2,1
072 08 0 076.00,SINGLE FAMILY,2110  GENEIVA DR,NASHVILLE,2015-09-30,200000,No,0.21,7330,30000,85400,119000,1000,1954,2,1,0
072 08 0 106.00,SINGLE FAMILY,2217  THISTLEWOOD AVE,NASHVILLE,2015-09-24,160000,No,0.28,7330,30000,86300,120500,1132,1952,2,1,0
072 08 0 182.00,SINGLE FAMILY,2319  FERNWOOD DR,NASHVILLE,2015-09-30,190000,No,0.22,7330,30000,100800,130800,1212,1950,3,1,0
072 09 0 120.00,SINGLE FAMILY,1002  BURCHWOOD AVE,NASHVILLE,2015-09-11,370500,No,0.19,3628,28000,194400,222400,1836.80005,1940,3,2,0
072 09 0 280.00,SINGLE FAMILY,800  FAIRWIN AVE,NASHVILLE,2015-09-04,222000,No,0.2,3628,30000,106600,136600,970,1940,2,1,0
072 09 0 318.00,SINGLE FAMILY,913  CAROLYN AVE,NASHVILLE,2015-09-28,265000,No,0.5,3628,34500,92800,135100,1336,1936,3,1,0
072 09 0 374.00,SINGLE FAMILY,922  CAHAL AVE,NASHVILLE,2015-09-10,305000,No,0.18,3628,30000,159800,201400,1584,1935,4,1,1
072 09 0 407.00,SINGLE FAMILY,1004  CAROLYN AVE,NASHVILLE,2015-09-17,274900,No,0.2,3628,30000,171300,201300,1575,1933,3,2,0
072 10 0 282.00,SINGLE FAMILY,1335  OTAY ST,NASHVILLE,2015-09-30,140000,No,0.27,3627,25000,38000,63000,624,1940,2,1,0
072 11 0 072.00,SINGLE FAMILY,2908  MURRAY CIR,NASHVILLE,2015-09-04,299900,No,0.16,3627,25000,167100,192100,1624.25,1950,3,2,0
072 11 0 455.00,SINGLE FAMILY,1901  RIVERSIDE DR,NASHVILLE,2015-09-14,243000,No,0.17,7330,26000,102300,128300,1502.79999,1945,2,1,0
072 12 0 011.00,SINGLE FAMILY,1719 A  HANOVER RD,NASHVILLE,2015-09-30,242900,No,0.26,7330,26000,163100,189100,2007,1979,3,2,0
072 13 0 330.00,SINGLE FAMILY,1006  DOUGLAS AVE,NASHVILLE,2015-09-28,85000,No,0.18,3628,16400,48900,65300,950,1949,2,1,0
072 14 0 130.00,SINGLE FAMILY,1510  WARD AVE,NASHVILLE,2015-09-09,435000,No,0.21,2726,45000,325200,370200,2506,2015,3,2,1
072 14 0 427.00,DUPLEX,2418  CHAPEL AVE,NASHVILLE,2015-09-30,140000,No,0.19,2726,45000,71900,116900,1416,1985,4,2,0
072 14 0 431.00,ZERO LOT LINE,1613  NORTHVIEW AVE,NASHVILLE,2015-09-29,110000,No,0.09,3627,9200,35100,44300,863,1984,2,1,0
072 16 0 060.00,SINGLE FAMILY,1918  VALLEY PARK DR,NASHVILLE,2015-09-23,224000,No,0.29,7331,32000,182400,214400,1800,1960,4,3,0
073 01 0 092.00,SINGLE FAMILY,2109  FREMONT AVE,NASHVILLE,2015-09-15,153000,No,0.3,7329,45600,79200,127900,1109,1947,2,1,0
073 01 0 118.00,SINGLE FAMILY,2100  FREMONT AVE,NASHVILLE,2015-09-25,180000,No,0.29,7329,36500,83300,119800,1066,1948,2,1,0
073 01 0 253.00,SINGLE FAMILY,4018  MOSS ROSE DR,NASHVILLE,2015-09-16,442500,No,0.87,7327,105000,216200,338900,2992,1957,3,2,0
073 01 0 282.00,SINGLE FAMILY,3950  MOSS ROSE DR,NASHVILLE,2015-09-30,600000,No,0.66,7327,105000,353600,458600,3189,2015,4,3,1
073 05 0 161.00,SINGLE FAMILY,2712  HAPPY HOLLOW RD,NASHVILLE,2015-09-14,220000,No,0.67,7329,38000,110200,168700,1333,1958,3,1,0
073 05 0 202.00,SINGLE FAMILY,2602  SANDY DR,NASHVILLE,2015-09-09,169900,No,0.35,7329,36500,146300,182800,1400,1952,3,2,0
073 06 0 011.00,SINGLE FAMILY,2701  SHADOW LN,NASHVILLE,2015-09-30,255000,No,0.34,7329,36500,93000,131500,1799,1955,3,1,1
073 09 0 191.00,SINGLE FAMILY,1829  WILLOW SPRINGS DR,NASHVILLE,2015-09-30,223000,No,0.49,7331,32000,121500,153500,2288,1962,3,1,1
073 13 0 045.00,SINGLE FAMILY,2400  PORTER RD,NASHVILLE,2015-09-16,234158,No,0.48,3626,33800,132100,165900,1696,1950,3,3,0
073 13 0 152.00,SINGLE FAMILY,2725  MAILAN DR,NASHVILLE,2015-09-30,279900,No,0.22,3626,29900,147000,176900,1741.5,1952,3,1,1
073 13 0 157.00,SINGLE FAMILY,2715  MAILAN DR,NASHVILLE,2015-09-04,241605,No,0.22,3626,29900,132600,162500,1750,1954,3,1,1
073 13 0 184.00,SINGLE FAMILY,1624  LETHIA DR,NASHVILLE,2015-09-10,232000,No,0.34,7331,32000,116400,148400,1761.76001,1961,3,1,1
073 13 0 190.00,SINGLE FAMILY,1623  LETHIA DR,NASHVILLE,2015-09-15,315000,No,0.32,7331,32000,160600,212900,1837.5,1965,3,2,0
082 03 0 088.00,ZERO LOT LINE,916 A  N 2ND ST,NASHVILLE,2015-09-29,105000,No,0.08,2026,10000,28700,38700,960,1985,2,1,1
082 03 0 126.00,SINGLE FAMILY,1013  N 2ND ST,NASHVILLE,2015-09-04,126000,No,0.18,2026,27000,78600,105600,1072,1920,2,1,0
082 03 0 206.00,SINGLE FAMILY,1007  STOCKELL ST,NASHVILLE,2015-09-01,212000,No,0.19,2026,27000,100300,127300,936,1930,2,2,0
082 03 0 261.00,SINGLE FAMILY,1011  MERIDIAN ST,NASHVILLE,2015-09-04,227942,No,0.15,2026,27000,67200,94200,1574,1915,2,2,0
082 03 0 296.00,SINGLE FAMILY,1014  PENNOCK AVE,NASHVILLE,2015-09-22,140000,No,0.15,2026,27000,99900,126900,1147,1920,2,1,0
082 03 0 358.00,SINGLE FAMILY,1021  STAINBACK AVE,NASHVILLE,2015-09-28,225000,No,0.17,2026,27000,120600,147600,1330,1900,3,2,0
082 03 0 402.00,SINGLE FAMILY,330  VAUGHN ST,NASHVILLE,2015-09-23,258800,No,0.2,2026,27000,159400,186400,1676,1923,3,2,1
082 04 0 104.00,ZERO LOT LINE,926 A  N 6TH ST,NASHVILLE,2015-09-15,100000,No,0.09,2026,10000,91300,101300,1056,1987,2,1,1
082 04 0 411.00,ZERO LOT LINE,926 B  N 6TH ST,NASHVILLE,2015-09-15,100000,No,0.09,2026,10000,91300,101300,1056,1987,2,1,1
082 07 0 293.00,SINGLE FAMILY,710  STOCKELL ST,NASHVILLE,2015-09-09,160000,No,0.2,2026,27000,39300,66300,1368,1920,3,1,0
082 07 0 332.00,SINGLE FAMILY,708  LISCHEY AVE,NASHVILLE,2015-09-10,283000,No,0.15,2026,25100,133400,158500,1270,1963,3,2,0
082 07 0 429.00,ZERO LOT LINE,644  N 5TH ST,NASHVILLE,2015-09-23,148000,No,0.09,2026,20000,86300,106300,1102,1962,3,1,0
082 07 0 456.00,SINGLE FAMILY,809  N 5TH ST,NASHVILLE,2015-09-16,384900,No,0.19,2026,27000,324200,354800,2488,2015,3,2,1
082 08 0 111.00,SINGLE FAMILY,923  W EASTLAND AVE,NASHVILLE,2015-09-16,320000,No,0.14,3628,35000,144300,179300,1368,1935,2,1,0
082 08 0 224.00,SINGLE FAMILY,422  HART AVE,NASHVILLE,2015-09-04,259900,No,0.19,1926,24000,134000,163600,1246,1938,3,1,0
082 12 0 179.00,SINGLE FAMILY,920  MARINA ST,NASHVILLE,2015-09-10,120000,No,0.2,1926,24000,292700,316700,2296,1950,3,2,1
082 16 0 143.00,SINGLE FAMILY,814  RUSSELL ST,NASHVILLE,2015-09-18,720000,No,0.19,2326,125000,372500,497500,3581.00002,1900,4,2,1
083 01 0 102.00,SINGLE FAMILY,1029  SHARPE AVE,NASHVILLE,2015-09-25,393000,No,0.18,3628,26000,174000,206500,1875.96497,1926,4,2,1
083 01 0 256.00,SINGLE FAMILY,1004  PETWAY AVE,NASHVILLE,2015-09-24,235000,No,0.16,3628,35000,173900,212600,1868,1948,3,2,0
083 02 0 096.00,SINGLE FAMILY,1416  ROBERTS AVE,NASHVILLE,2015-09-04,212000,No,0.13,2726,54300,105200,159500,768,1949,2,1,0
083 02 0 096.00,SINGLE FAMILY,1416  ROBERTS AVE,NASHVILLE,2015-09-04,212000,No,0.13,2726,54300,105200,159500,768,1949,2,1,0
083 02 0 342.00,SINGLE FAMILY,1210  CHAPEL AVE,NASHVILLE,2015-09-28,435000,No,0.22,2726,60300,264800,325100,2074,2010,4,3,0
083 02 0 362.00,SINGLE FAMILY,1907  BENJAMIN ST,NASHVILLE,2015-09-15,750000,No,0.18,2726,60300,464500,524800,3416,2015,6,3,1
083 03 0 335.00,DUPLEX,2312  CAMPBELL DR,NASHVILLE,2015-09-24,148000,No,0.36,3626,27600,106600,134200,1748,1984,4,2,0
083 04 0 043.00,SINGLE FAMILY,2012  ROSECLIFF DR,NASHVILLE,2015-09-14,285000,No,0.27,3626,29900,133100,163000,1543.5,1954,2,2,0
083 06 0 173.00,SINGLE FAMILY,203  FALL ST,NASHVILLE,2015-09-22,339000,No,0.17,2726,60300,183300,243600,1546,1923,4,2,0
083 06 0 187.00,SINGLE FAMILY,210  FALL ST,NASHVILLE,2015-09-09,235000,No,0.15,2726,54300,411600,465900,2702.40002,1920,3,3,0
083 07 0 096.00,SINGLE FAMILY,928  RIVERSIDE DR,NASHVILLE,2015-09-10,202000,No,0.25,3629,30000,79900,115200,816,1941,2,1,0
083 09 0 067.00,SINGLE FAMILY,1310  GARTLAND AVE,NASHVILLE,2015-09-18,330000,No,0.18,2326,100000,161800,261800,1638,1909,2,2,0
083 09 0 271.00,SINGLE FAMILY,1414  CALVIN AVE,NASHVILLE,2015-09-02,430000,No,0.17,2326,85000,224700,310700,2110,1940,3,3,0
083 09 0 286.00,DUPLEX,1417  ORDWAY PL,NASHVILLE,2015-09-10,417000,No,0.17,2326,85000,190100,275100,2907,1926,4,2,0
083 10 0 133.00,SINGLE FAMILY,1618  ORDWAY PL,NASHVILLE,2015-09-04,313000,No,0.16,2326,85000,112800,197800,960,1940,2,1,0
083 10 0 375.00,SINGLE FAMILY,401 C  N 17TH ST,NASHVILLE,2015-09-08,490000,No,0.09,2326,68000,266400,345300,2158,2015,3,2,1
083 11 0 058.00,SINGLE FAMILY,507  SKYVIEW DR,NASHVILLE,2015-09-17,220000,No,0.38,2726,63000,123300,186300,1178,1945,2,1,0
083 12 0 064.00,SINGLE FAMILY,2517  BARCLAY DR,NASHVILLE,2015-09-04,240000,No,0.58,3629,40000,85100,125100,1653.75,1955,3,2,0
083 12 0 122.00,SINGLE FAMILY,806  POTTER LN,NASHVILLE,2015-09-14,355000,No,0.35,3629,35000,201600,239800,2585,1956,4,2,0
083 12 0 132.00,SINGLE FAMILY,911  POTTER LN,NASHVILLE,2015-09-28,285000,No,0.34,3629,35000,149200,184200,1427,1958,3,1,1
083 13 0 060.00,SINGLE FAMILY,107  S 13TH ST,NASHVILLE,2015-09-24,465000,No,0.18,2326,100000,298700,398700,2097,1920,3,2,1
083 13 0 079.00,SINGLE FAMILY,404  S 11TH ST,NASHVILLE,2015-09-08,512000,No,0.23,2326,89300,232200,321500,1968,1910,3,2,1
083 13 0 217.00,SINGLE FAMILY,1107  SHELBY AVE,NASHVILLE,2015-09-17,499900,No,0.2,2326,85000,278100,363100,2045,1920,4,2,1
083 13 0 319.00,SINGLE FAMILY,1401  LILLIAN ST,NASHVILLE,2015-09-30,235000,No,0.17,2326,85000,85500,173500,1014,1930,2,1,0
083 14 0 198.00,SINGLE FAMILY,1702  FATHERLAND ST,NASHVILLE,2015-09-16,560000,No,0.26,2326,93500,347900,441400,2294,1920,4,3,0
083 14 0 252.00,SINGLE FAMILY,311  S 17TH ST,NASHVILLE,2015-09-04,537500,No,0.14,2326,85000,343400,428400,2800,1930,4,3,1
083 14 0 279.00,SINGLE FAMILY,1903  BOSCOBEL ST,NASHVILLE,2015-09-28,395000,No,0.17,2326,85000,250000,335000,2056,1930,3,2,1
083 14 0 293.00,SINGLE FAMILY,1618  BOSCOBEL ST,NASHVILLE,2015-09-30,339900,No,0.12,2326,85000,169900,254900,1211,1996,3,1,1
084 05 0 086.00,SINGLE FAMILY,863  BETH DR,NASHVILLE,2015-09-22,305000,No,0.49,3629,35000,202000,237000,1728,2006,3,2,1
094 01 0 160.00,SINGLE FAMILY,904  S 12TH ST,NASHVILLE,2015-09-21,475000,No,0.18,2328,25000,329400,364500,2682.24005,2015,5,3,0
094 01 0 174.00,SINGLE FAMILY,711  S 12TH ST,NASHVILLE,2015-09-15,141000,No,0.19,2328,25000,479700,522000,3001,2016,4,3,1
044 05 0 135.00,SINGLE FAMILY,202  KEETON AVE,OLD HICKORY,2015-09-25,140000,No,0.12,6226,19000,102700,121700,1198,2015,4,2,0
044 11 0 083.00,SINGLE FAMILY,402  HADLEY AVE,OLD HICKORY,2015-09-16,105000,No,0.12,6226,17000,60300,77300,891,1931,3,1,0
044 11 0 085.00,SINGLE FAMILY,406  HADLEY AVE,OLD HICKORY,2015-09-11,73500,No,0.13,6226,17000,61900,78900,854,1927,3,1,0
044 11 0 150.00,SINGLE FAMILY,404  JONES ST,OLD HICKORY,2015-09-01,143000,No,0.13,6226,17000,85600,105100,911,1930,3,1,0
044 14 0 008.00,SINGLE FAMILY,224  MARTINGALE DR,OLD HICKORY,2015-09-04,130000,No,0.25,6226,17000,64200,88600,912,1948,3,1,0
044 15 0 044.00,SINGLE FAMILY,709  LAWRENCE ST,OLD HICKORY,2015-09-10,85000,No,0.12,6226,17000,71300,88300,1118,1929,2,1,0
052 09 0 168.00,VACANT RESIDENTIAL LAND,0  MIAMI AVE,NASHVILLE,2015-09-21,60000,Yes,0.13,4126,30000,199600,229600,1798.29,2016,3,2,1
052 09 0 168.00,VACANT RESIDENTIAL LAND,0  MIAMI AVE,NASHVILLE,2015-09-21,60000,Yes,0.13,4126,30000,199600,229600,1798.29,2016,3,2,1
052 09 0 168.00,VACANT RESIDENTIAL LAND,0  MIAMI AVE,NASHVILLE,2015-09-21,80000,Yes,0.13,4126,30000,199600,229600,1798.29,2016,3,2,1
052 09 0 169.00,VACANT RESIDENTIAL LAND,2682  MIAMI AVE,NASHVILLE,2015-09-21,60000,Yes,0.15,4126,30000,253900,283900,2632,2016,3,3,0
052 09 0 169.00,VACANT RESIDENTIAL LAND,2682  MIAMI AVE,NASHVILLE,2015-09-21,60000,Yes,0.15,4126,30000,253900,283900,2632,2016,3,3,0
052 09 0 169.00,VACANT RESIDENTIAL LAND,2682  MIAMI AVE,NASHVILLE,2015-09-21,80000,Yes,0.15,4126,30000,253900,283900,2632,2016,3,3,0
053 02 0 066.00,SINGLE FAMILY,113  NEWPORT DR,OLD HICKORY,2015-09-04,155000,No,0.38,6226,26000,104500,130500,1560,1960,3,1,1
053 03 0 029.00,SINGLE FAMILY,1210  DEBOW ST,OLD HICKORY,2015-09-02,74000,No,0.11,6226,17000,58300,75300,957,1933,2,1,0
053 03 0 056.00,SINGLE FAMILY,1209  CLARKE ST,OLD HICKORY,2015-09-01,155000,No,0.1,6226,27000,111900,138900,1470,1928,3,2,0
053 03 0 183.00,SINGLE FAMILY,1309  JONES ST,OLD HICKORY,2015-09-28,125000,No,0.11,6226,27000,54500,81500,918,1917,2,1,0
053 03 0 278.00,SINGLE FAMILY,104  HURST DR,OLD HICKORY,2015-09-24,160000,No,0.4,6226,26000,100500,126500,1400,1960,3,1,1
053 12 0 083.00,SINGLE FAMILY,2604  ELLIOTT DR,OLD HICKORY,2015-09-23,48000,No,0.1,6231,15000,65700,80700,1051,1935,3,1,0
053 12 0 157.00,SINGLE FAMILY,3002  LAKESHORE DR,OLD HICKORY,2015-09-30,117000,No,0.28,6231,15000,109000,124000,814,1930,3,1,0
053 16 0 104.00,SINGLE FAMILY,103  KAREN WAYNE DR,OLD HICKORY,2015-09-30,243000,No,0.41,6231,30000,146400,180400,2524,1968,3,2,1
053 16 0 272.00,SINGLE FAMILY,728  STONE HEDGE DR,OLD HICKORY,2015-09-25,139050,No,0.2,6231,26000,91600,117600,1182,1997,3,2,0
053 16 0 308.00,SINGLE FAMILY,98  MEADOW ST,OLD HICKORY,2015-09-28,155000,No,0.33,6231,12000,125700,137700,1300,2007,3,2,0
054 14 0 083.00,SINGLE FAMILY,406  LOUVIERS LN,OLD HICKORY,2015-09-17,290000,No,0.98,6227,90000,183400,295000,3972,1974,6,3,0
064 05 0 042.00,SINGLE FAMILY,208  CENTER ST,OLD HICKORY,2015-09-04,118500,No,0.18,6230,25000,89900,114900,1044,2004,3,2,0
073 07 0 114.00,SINGLE FAMILY,2421  MELBOURNE DR,NASHVILLE,2015-09-30,230000,No,0.5,4127,26000,116600,155200,1683,1961,3,2,0
073 11 0 042.00,SINGLE FAMILY,2323  RIDGELAND DR,NASHVILLE,2015-09-18,187000,No,0.32,4127,26000,100900,139700,1551,1958,3,1,0
073 11 0 076.00,SINGLE FAMILY,2330  CABIN HILL RD,NASHVILLE,2015-09-03,170000,No,0.29,4127,26000,105600,131600,1478,1959,2,2,0
074 16 0 064.00,SINGLE FAMILY,223  BONNABROOK DR,HERMITAGE,2015-09-14,154900,No,0.23,6233,21000,120100,141100,1800,1961,3,2,0
075 04 0 053.00,SINGLE FAMILY,4530  BATON ROUGE DR,HERMITAGE,2015-09-21,173000,No,0.35,6228,27000,108000,135000,1677,1970,3,2,0
075 04 0 218.00,SINGLE FAMILY,4809  CONCORD DR,HERMITAGE,2015-09-28,168400,No,0.48,6228,27000,117700,144700,1442,1977,3,2,0
075 05 0 019.00,SINGLE FAMILY,198  BONNAFIELD DR,HERMITAGE,2015-09-03,170000,No,0.27,6233,21000,101700,122700,1574.5,1965,3,1,1
075 05 0 089.00,SINGLE FAMILY,221  BONNAVUE DR,HERMITAGE,2015-09-24,149941,No,0.32,6233,21000,99000,120000,1750,1965,3,2,0
075 07 0 277.00,ZERO LOT LINE,526  HIGHLAND VIEW DR,HERMITAGE,2015-09-04,105000,No,0.12,6239,16000,67700,83700,1335,1984,3,2,1
075 08 0 127.00,SINGLE FAMILY,636  FRANKFORT DR,HERMITAGE,2015-09-08,124000,No,0.39,6228,27000,85500,112500,1175,1985,3,1,1
075 09 0 033.00,SINGLE FAMILY,3926  PLANTATION DR,HERMITAGE,2015-09-17,125000,No,0.38,6233,21000,75800,96800,1100,1961,3,1,0
075 10 0 066.00,SINGLE FAMILY,8221  LUREE LN,HERMITAGE,2015-09-04,136500,No,0.23,6233,24000,112700,136700,2120.00006,1962,3,1,1
075 11 0 042.00,SINGLE FAMILY,604  BATON ROUGE CT,HERMITAGE,2015-09-11,195000,No,0.27,6228,27000,126200,153200,2258,1974,3,2,0
075 11 0 102.00,SINGLE FAMILY,629  NETHERLANDS DR,HERMITAGE,2015-09-11,180000,No,0.32,6228,27000,129100,156100,2012,1977,3,2,0
075 13 0 059.00,SINGLE FAMILY,256  BONNALYNN DR,HERMITAGE,2015-09-15,117500,No,0.27,6233,21000,77000,98000,1100,1960,3,1,0
075 14 0 030.00,SINGLE FAMILY,8127  GORDON LN,HERMITAGE,2015-09-24,169900,No,0.49,6233,24000,99900,123900,2384.70001,1962,4,2,0
076 01 0 059.00,SINGLE FAMILY,5016  ROWENA DR,HERMITAGE,2015-09-21,116900,No,0.27,6229,22000,87900,109900,1276,1978,3,1,1
076 05 0 129.00,SINGLE FAMILY,4824  LEESA ANN LN,HERMITAGE,2015-09-18,137000,No,0.28,6229,22000,99000,121000,1379,1979,3,1,1
076 05 0 162.00,SINGLE FAMILY,4729  ASHLEY WAY,HERMITAGE,2015-09-02,150500,No,0.27,6229,22000,93300,115300,1166.20001,1993,3,2,0
076 09 0 011.00,SINGLE FAMILY,509  PINE VIEW CT,HERMITAGE,2015-09-30,177000,No,0.48,6229,22000,121900,143900,1598,1989,3,2,0
084 10 0 026.00,SINGLE FAMILY,2219  MAPLECREST DR,NASHVILLE,2015-09-30,166000,No,0.96,4130,22000,128600,150600,2308.5,1952,4,1,1
084 12 0 083.00,SINGLE FAMILY,2427  MAPLECREST DR,NASHVILLE,2015-09-28,150000,No,0.37,4130,22000,94600,116600,1575,1950,3,2,0
084 14 0 187.00,SINGLE FAMILY,205  COTTAGE LN,NASHVILLE,2015-09-30,172495,No,0.34,4129,26000,105900,140300,1414,1955,3,1,0
084 16 0 085.00,SINGLE FAMILY,2538  STINSON RD,NASHVILLE,2015-09-02,170000,No,0.4,4130,22000,103300,127700,1140,1950,3,1,0
086 02 0 074.00,SINGLE FAMILY,6044  PANAMA DR,HERMITAGE,2015-09-23,157500,No,0.25,6233,20000,103000,123000,2000,1969,3,2,0
086 04 0 029.00,SINGLE FAMILY,1621  RACHELS RETREAT CIR,HERMITAGE,2015-09-10,188000,No,0.23,6229,22000,121800,143800,1871,1984,4,2,0
086 04 0 036.00,SINGLE FAMILY,636  OLD LEBANON DIRT RD,HERMITAGE,2015-09-30,198000,No,0.23,6229,22000,115200,138700,2092,1983,3,2,0
086 07 0 102.00,SINGLE FAMILY,1272  JACKSONS HILL RD,HERMITAGE,2015-09-02,145000,No,0.33,6229,22000,88400,110400,1289,1984,3,2,0
086 07 0 141.00,SINGLE FAMILY,1520  MARKET SQ,HERMITAGE,2015-09-24,157000,No,0.17,6229,22000,90000,112000,1243,1986,3,2,0
086 07 0 160.00,SINGLE FAMILY,1425  MARKET SQ,HERMITAGE,2015-09-22,170000,No,0.23,6229,22000,110200,132200,1550,1987,3,2,1
086 08 0 018.00,SINGLE FAMILY,1525  ANDCHEL DR,HERMITAGE,2015-09-24,206000,No,0.19,6229,22000,160300,182300,2374,1993,4,2,1
086 09 0 010.00,ZERO LOT LINE,108  SCHOONER CT,HERMITAGE,2015-09-30,141000,No,0.14,6233,10000,117600,127600,2458,1989,2,2,0
086 14 0 022.00,SINGLE FAMILY,3709  SEVILLE DR,HERMITAGE,2015-09-01,210000,No,0.21,6233,20000,162300,184300,1906.5,1993,3,2,0
087 01 0 022.00,SINGLE FAMILY,900  BLACKJACK CT,HERMITAGE,2015-09-25,230000,No,0.41,6229,35000,146400,181400,2568,1989,5,3,0
087 13 0 038.00,DUPLEX,4501  BROOKE VALLEY DR,HERMITAGE,2015-09-28,107000,No,0.17,6229,22000,39500,61500,1537,1983,4,2,0
095 01 0 028.00,SINGLE FAMILY,2004  DEARBORN DR,NASHVILLE,2015-09-29,262000,No,0.92,4129,26000,180200,206200,3206.29999,1955,4,3,0
095 02 0 015.00,SINGLE FAMILY,2142  JUNE DR,NASHVILLE,2015-09-28,205000,No,0.51,4129,26000,146600,175600,2052,1956,3,3,0
095 02 0 156.00,SINGLE FAMILY,2243  CRAIGMEADE CIR,NASHVILLE,2015-09-25,215000,No,0.96,4130,25000,153600,178600,1654,1962,3,1,1
095 04 0 071.00,SINGLE FAMILY,2514  CROSSFIELD DR,NASHVILLE,2015-09-18,50000,No,0.35,4130,18000,63200,81200,825,1950,2,1,0
095 08 0 075.00,SINGLE FAMILY,226  GRAYLYNN DR,NASHVILLE,2015-09-16,95000,No,0.51,4130,18000,67300,85300,768,1950,2,1,0
095 08 0 078.00,SINGLE FAMILY,234  GRAYLYNN DR,NASHVILLE,2015-09-25,170900,No,0.34,4130,18000,142800,160800,1260,1955,2,1,0
095 10 0 029.00,SINGLE FAMILY,2100  SANBORN DR,NASHVILLE,2015-09-21,161000,No,0.67,4130,25000,85100,110100,1225,1959,2,1,0
095 12 0 115.00,SINGLE FAMILY,2700  LAKELAND DR,NASHVILLE,2015-09-02,108500,No,0.46,4130,22000,87300,109300,1386,1955,3,1,0
095 14 0 107.00,SINGLE FAMILY,2152  SANBORN DR,NASHVILLE,2015-09-21,118000,No,0.58,4130,25000,110600,136800,1333,1956,3,1,0
096 01 0 095.00,SINGLE FAMILY,2716  BLUEFIELD AVE,NASHVILLE,2015-09-18,325000,No,0.75,4130,40000,180800,233500,2352,1943,4,2,0
096 06 0 021.00,SINGLE FAMILY,2829  BLUE BRICK DR,NASHVILLE,2015-09-22,149000,No,0.34,4131,21000,100300,121300,1363,1948,2,1,0
096 06 0 202.00,SINGLE FAMILY,2916  SINBAD DR,NASHVILLE,2015-09-10,132000,No,0.5,4131,19000,101600,120600,1370,1953,3,1,0
096 10 0 064.00,SINGLE FAMILY,2924  TEAKWOOD DR,NASHVILLE,2015-09-04,117000,No,0.25,4131,19000,70400,93100,792,1955,2,1,0
096 10 0 149.00,SINGLE FAMILY,2847  EMERY DR,NASHVILLE,2015-09-21,198000,No,0.23,4131,24000,89300,113300,1214,1958,2,3,0
096 11 0 007.00,SINGLE FAMILY,3120  CROSSWOOD DR,NASHVILLE,2015-09-29,135000,No,0.22,4131,19000,93200,112200,1189,1955,2,1,0
096 14 0 067.00,SINGLE FAMILY,808  ALLEN RD,NASHVILLE,2015-09-16,150000,No,0.27,4131,24000,105900,129900,1225,1957,2,1,0
096 14 0 089.00,SINGLE FAMILY,2853  TWIN LAWN DR,NASHVILLE,2015-09-02,125000,No,0.34,4131,24000,74300,98300,1000,1957,2,1,0
096 14 0 269.00,SINGLE FAMILY,3115  JONESBORO DR,NASHVILLE,2015-09-09,116500,No,0.26,4131,19000,95900,114900,1850,1969,3,1,0
096 15 0 027.00,SINGLE FAMILY,3124  BOULDER PARK DR,NASHVILLE,2015-09-17,178000,No,0.48,4131,19000,105900,124900,2014,1966,3,1,1
097 04 0 025.00,SINGLE FAMILY,4032  PORT VICTORIA CT,HERMITAGE,2015-09-10,259000,No,0.62,6235,41000,161200,202200,3008,1971,4,3,0
098 01 0 037.00,SINGLE FAMILY,5911  PORT ANADARKO TRL,HERMITAGE,2015-09-18,190000,No,0.55,6235,41000,113400,154400,1698,1979,3,2,0
098 05 0 190.00,ZERO LOT LINE,5169  HUNTERS POINT LN,HERMITAGE,2015-09-30,110000,No,0.18,6235,19000,84400,103400,1482,1995,3,3,0
107 14 0 149.00,SINGLE FAMILY,1012  KIRBY AVE,NASHVILLE,2015-09-17,114000,No,0.22,3026,17000,58700,77300,768,1949,2,1,0
108 00 0 132.00,SINGLE FAMILY,3085  ELM HILL PIKE,NASHVILLE,2015-09-16,150000,No,4.93,4132,30862,69600,104662,1662,1960,3,1,0
108 03 0 208.00,ZERO LOT LINE,1128  CABANA DR,NASHVILLE,2015-09-01,95000,No,0.17,4135,12000,64700,76700,913,1985,2,1,0
108 12 0 199.00,SINGLE FAMILY,1505  ELM RUN CT,NASHVILLE,2015-09-11,185000,No,0.23,4132,29000,97600,126600,1659,1987,3,3,0
108 16 0 169.00,ZERO LOT LINE,1113  OAKWAY CT,NASHVILLE,2015-09-17,124500,No,0.25,4132,14300,97900,112200,1609.75,1985,4,2,0
108 16 0 250.00,ZERO LOT LINE,313  WOODLARK CT,NASHVILLE,2015-09-09,143900,No,0.19,4132,14300,110400,128300,1992,1985,3,2,0
108 16 0 319.00,ZERO LOT LINE,408  WOODSMAN CT,NASHVILLE,2015-09-25,129000,No,0.16,4132,14300,79500,93800,1584,1985,3,2,1
119 04 0 053.00,SINGLE FAMILY,333  E THOMPSON LN,NASHVILLE,2015-09-24,220500,No,0.45,3027,23000,132500,155500,2396,1951,3,2,1
